                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 3.0588,                 5.3707,                 3.3752,                0.64857,                    0.2,                0.22189,                0.07731,                 2.5571,                 10.175,                 3.2825,             0.00048664,             0.00048664,             0.00048664
                     23,                 3.1075,                 5.5534,                 3.1796,                0.51857,                0.09524,                 0.0875,                0.02253,                  2.981,                 21.923,                 3.3318,             0.00047015,             0.00047015,             0.00047015
                     24,                 2.9634,                 5.1841,                 3.3286,                0.00022,                0.08095,                0.00484,                 0.0005,                 2.9621,                 11.002,                 3.6333,             0.00045365,             0.00045365,             0.00045365
                     25,                 2.9545,                 5.2579,                 3.2463,                0.78581,                0.11905,                0.11164,                 0.0366,                 2.6606,                 10.958,                  3.199,             0.00043716,             0.00043716,             0.00043716
                     26,                 2.9796,                 5.3768,                 3.2154,                0.70792,                0.11905,                0.25699,                0.10106,                 2.3857,                 9.7376,                 3.1685,             0.00042066,             0.00042066,             0.00042066
                     27,                 2.8909,                 5.0756,                 3.1208,                0.60348,                0.16743,                 0.1987,                0.08627,                 2.4968,                 10.472,                 3.1997,             0.00040417,             0.00040417,             0.00040417
                     28,                 2.9217,                 4.9938,                 3.2674,                0.65592,                0.15949,                0.26705,                0.11105,                 2.7159,                 11.785,                 3.6538,             0.00038768,             0.00038768,             0.00038768
                     29,                 2.8639,                 5.2021,                 3.1836,                0.50669,                0.17619,                0.29742,                0.10713,                 2.7041,                 9.4009,                 3.3471,             0.00037118,             0.00037118,             0.00037118
                     30,                 2.7057,                 4.7487,                 3.1023,                 0.6632,                0.17619,                0.21499,                0.08713,                 2.6008,                 9.6921,                 3.1606,             0.00035469,             0.00035469,             0.00035469
                     31,                 2.8794,                  5.349,                  3.184,                0.61559,                0.16779,                0.22784,                0.10192,                 2.4999,                 10.611,                  3.124,              0.0003382,              0.0003382,              0.0003382
                     32,                 2.7848,                 4.9472,                 3.1165,                0.69179,                0.11905,                0.18792,                0.09643,                 2.4452,                 9.2783,                 3.1571,              0.0003217,              0.0003217,              0.0003217
                     33,                 2.7284,                 4.7176,                   3.19,                0.67864,                0.11905,                0.20805,                0.09536,                 2.4316,                 9.4603,                 3.1552,             0.00030521,             0.00030521,             0.00030521
                     34,                 2.6797,                 4.5101,                 3.0298,                0.61496,                0.17619,                0.30134,                0.08574,                 2.4005,                 9.1523,                  3.114,             0.00028872,             0.00028872,             0.00028872
                     35,                 2.7311,                 4.3125,                 3.0937,                0.61593,                0.19942,                 0.2139,                0.09261,                 2.3799,                 11.505,                 3.0671,             0.00027222,             0.00027222,             0.00027222
                     36,                 2.6082,                 4.4911,                 2.9809,                0.65459,                0.19402,                0.34249,                0.07966,                 2.4209,                 10.291,                 3.0806,             0.00025573,             0.00025573,             0.00025573
                     37,                  2.687,                 4.5456,                 3.1354,                0.69331,                0.17619,                0.35189,                0.13421,                 2.3651,                 9.3741,                 3.0162,             0.00023924,             0.00023924,             0.00023924
                     38,                 2.7487,                 4.4818,                 3.0526,                 0.4997,                0.31905,                0.36518,                0.12715,                 2.3428,                 8.7321,                  3.014,             0.00022274,             0.00022274,             0.00022274
                     39,                 2.7392,                 4.7249,                 3.0273,                0.69277,                0.17619,                0.34233,                0.14565,                 2.3427,                 8.3302,                 3.0359,             0.00020625,             0.00020625,             0.00020625
                     40,                 2.6084,                 4.1227,                  2.983,                0.71193,                0.11905,                0.25761,                0.11668,                 2.3694,                 10.552,                 3.0134,             0.00018976,             0.00018976,             0.00018976
                     41,                 2.5115,                 5.0279,                 2.9269,                0.55839,                0.17619,                 0.3086,                0.15321,                 2.3354,                 9.5036,                 3.0229,             0.00017326,             0.00017326,             0.00017326
                     42,                 2.5859,                  4.937,                 2.9963,                0.62968,                0.17619,                0.32273,                 0.1411,                 2.3941,                 8.5954,                 3.0629,             0.00015677,             0.00015677,             0.00015677
                     43,                  2.401,                 4.9556,                 2.8272,                0.66697,                0.17619,                0.30413,                0.12033,                 2.3479,                 8.4407,                 3.0642,             0.00014028,             0.00014028,             0.00014028
                     44,                 2.4168,                 4.7573,                 2.9168,                0.48149,                0.34763,                0.44694,                0.22887,                 2.2879,                 7.6225,                 3.0354,             0.00012378,             0.00012378,             0.00012378
                     45,                  2.467,                 4.8682,                 2.9692,                0.35352,                0.32925,                0.43982,                0.20715,                 2.3011,                 7.5897,                 3.0425,             0.00010729,             0.00010729,             0.00010729
                     46,                 2.4246,                   4.67,                 2.8537,                 0.3671,                 0.3281,                0.41259,                0.17466,                 2.2881,                 7.8294,                  3.053,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     47,                 2.3555,                 4.5366,                 2.8996,                0.51877,                0.30552,                0.41114,                0.16929,                 2.2997,                 7.8036,                 3.0812,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     48,                 2.4512,                 4.5706,                 2.8566,                0.29208,                0.39546,                0.43512,                0.21484,                 2.2821,                 7.6693,                 3.0746,              5.781e-05,              5.781e-05,              5.781e-05
                     49,                 2.5157,                 4.4917,                 2.9054,                0.33642,                0.40522,                 0.4486,                0.22802,                 2.2685,                 7.3513,                 3.0349,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     50,                 2.4254,                 4.6104,                 2.8176,                0.34277,                0.40068,                0.44434,                0.23066,                 2.2646,                 7.4162,                 3.0137,             2.4823e-05,             2.4823e-05,             2.4823e-05
