                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 3.4943,                 6.6128,                  3.774,                0.00021,                 0.0102,                0.00012,                  2e-05,                 3.1586,                 11.678,                 3.7822,             0.00076428,             0.00076428,             0.00076428
                     12,                  3.327,                 6.4553,                 3.6753,                0.00013,                 0.0102,                  8e-05,                  2e-05,                 3.0731,                 11.576,                 3.7756,             0.00075741,             0.00075741,             0.00075741
                     13,                 3.1595,                 5.9497,                  3.592,                0.00024,                 0.0102,                0.00013,                  3e-05,                 2.8416,                  10.95,                 3.7203,             0.00075053,             0.00075053,             0.00075053
                     14,                 3.3308,                  6.153,                 3.5828,                0.00031,                0.05918,                0.00031,                0.00012,                 2.8887,                 11.172,                 3.6473,             0.00074366,             0.00074366,             0.00074366
                     15,                 3.0851,                 6.2491,                 3.4234,                0.00077,                0.05918,                 0.0148,                 0.0048,                 2.9891,                 10.466,                 3.6801,             0.00073679,             0.00073679,             0.00073679
                     16,                 3.1069,                 5.9551,                 3.4325,                0.00063,                0.11156,                0.00221,                0.00059,                 3.1201,                  12.48,                 3.7319,             0.00072992,             0.00072992,             0.00072992
                     17,                  3.193,                  5.669,                 3.4249,                0.44332,                0.09524,                0.03237,                 0.0086,                 3.0066,                 11.601,                 3.5061,             0.00072304,             0.00072304,             0.00072304
                     18,                 3.0916,                 5.7539,                 3.3834,                0.00839,                0.37347,                0.23183,                0.10863,                 2.7784,                  11.88,                 3.4276,             0.00071617,             0.00071617,             0.00071617
                     19,                 2.9334,                 5.6997,                 3.2896,                 0.0043,                0.25442,                0.03833,                 0.0067,                 2.7507,                 10.113,                 3.3979,              0.0007093,              0.0007093,              0.0007093
                     20,                 2.8822,                  5.281,                 3.2691,                 0.0032,                0.37347,                0.08824,                 0.0287,                 2.7374,                 12.028,                 3.3998,             0.00070243,             0.00070243,             0.00070243
                     21,                 2.9247,                 5.0296,                 3.3256,                0.00749,                0.37347,                0.16483,                0.06623,                 2.5554,                 10.819,                 3.2184,             0.00069556,             0.00069556,             0.00069556
                     22,                 2.9667,                 5.0741,                   3.26,                0.04468,                0.20476,                0.10006,                0.01287,                 2.9779,                 12.114,                 3.5237,             0.00068868,             0.00068868,             0.00068868
                     23,                 3.0653,                 5.1006,                 3.1381,                0.60233,                0.02857,                  0.076,                0.00974,                 2.8388,                 11.346,                 3.4995,             0.00068181,             0.00068181,             0.00068181
                     24,                 2.8744,                 4.8148,                 3.1906,                0.82865,                0.17619,                0.15578,                0.04443,                 2.5505,                 12.075,                 3.1501,             0.00067494,             0.00067494,             0.00067494
                     25,                 2.8275,                 4.6951,                 3.1561,                0.80679,                0.16112,                0.16906,                0.06824,                 2.4181,                 10.348,                 3.0231,             0.00066807,             0.00066807,             0.00066807
                     26,                 2.9358,                 5.0699,                 3.1445,                0.72288,                0.15238,                0.16506,                0.06358,                 2.4257,                 10.477,                 3.0248,             0.00066119,             0.00066119,             0.00066119
                     27,                 2.8817,                 4.8821,                 3.0537,                0.59274,                 0.1469,                0.23359,                0.07575,                   2.38,                 8.3752,                 3.0086,             0.00065432,             0.00065432,             0.00065432
                     28,                 2.9164,                 4.7544,                 3.1955,                0.55232,                0.09524,                 0.1052,                0.01995,                 2.5221,                 10.692,                 3.1936,             0.00064745,             0.00064745,             0.00064745
                     29,                  2.811,                 4.7054,                 3.1318,                 0.5772,                0.19853,                0.20429,                 0.0765,                 2.3976,                 10.297,                 2.9865,             0.00064058,             0.00064058,             0.00064058
                     30,                 2.7422,                 4.4018,                 3.0879,                0.01791,                0.45102,                0.06588,                0.01191,                 2.4457,                 9.3796,                 3.0283,              0.0006337,              0.0006337,              0.0006337
                     31,                 2.8723,                 4.8354,                 3.0826,                0.69988,                0.05714,                0.21192,                0.06565,                 2.7414,                 7.5309,                 2.9737,             0.00062683,             0.00062683,             0.00062683
                     32,                 2.8168,                 4.5203,                 3.0828,                0.61275,                0.16999,                0.20657,                 0.1113,                 2.6427,                 6.6874,                 2.8738,             0.00061996,             0.00061996,             0.00061996
                     33,                 2.7466,                 4.2207,                 3.0775,                0.60414,                0.18523,                0.24134,                0.12621,                  2.718,                 6.5887,                 2.8889,             0.00061309,             0.00061309,             0.00061309
                     34,                 2.7866,                 4.1033,                 2.9756,                 0.7097,                0.11905,                0.14305,                0.05698,                 2.8024,                  7.707,                 2.9273,             0.00060622,             0.00060622,             0.00060622
                     35,                 2.7282,                 3.8676,                 2.9468,                0.56228,                0.11905,                0.13012,                 0.0533,                 2.5905,                  9.851,                 2.9379,             0.00059934,             0.00059934,             0.00059934
                     36,                 2.6243,                  4.024,                 2.8901,                0.68358,                0.09524,                0.11036,                0.04218,                 2.5339,                 8.4602,                 3.0042,             0.00059247,             0.00059247,             0.00059247
                     37,                 2.6829,                 3.9888,                 2.9664,                0.48112,                0.14286,                0.07993,                0.02269,                 2.6504,                 8.5002,                 3.0007,              0.0005856,              0.0005856,              0.0005856
                     38,                 2.8994,                 4.0338,                 2.9507,                  0.708,                0.11905,                0.13494,                0.06275,                 2.7513,                 7.1609,                 2.8565,             0.00057873,             0.00057873,             0.00057873
                     39,                 2.8868,                 3.9672,                 2.8171,                0.56536,                0.30558,                0.32337,                0.12722,                 2.7634,                 6.0757,                 2.7316,             0.00057185,             0.00057185,             0.00057185
                     40,                 2.8458,                 3.6998,                 2.8457,                0.62574,                0.19096,                0.23113,                0.11915,                 2.8917,                 4.5203,                 2.5618,             0.00056498,             0.00056498,             0.00056498
                     41,                 2.8788,                 3.7025,                 2.7607,                0.51994,                0.37347,                0.37282,                0.13732,                 2.9127,                 4.6671,                 2.4478,             0.00055811,             0.00055811,             0.00055811
                     42,                 2.8375,                 3.6419,                 2.7136,                0.85714,                0.14054,                0.15499,                0.05133,                 2.5242,                 6.5661,                    2.9,             0.00055124,             0.00055124,             0.00055124
                     43,                  2.964,                 3.4719,                 2.6569,                0.42811,                0.25782,                0.28413,                0.09331,                 2.8192,                 4.4811,                 2.3033,             0.00054437,             0.00054437,             0.00054437
                     44,                  2.891,                 3.2604,                 2.5751,                0.66823,                0.17619,                0.23515,                0.09445,                 2.6165,                 26.337,                  2.751,             0.00053749,             0.00053749,             0.00053749
                     45,                 2.8433,                  3.243,                  2.487,                0.65822,                0.35379,                0.46041,                0.22851,                 2.6744,                  3.149,                 2.1089,             0.00053062,             0.00053062,             0.00053062
                     46,                 2.8001,                 3.1008,                 2.3931,                0.63391,                0.34586,                0.49445,                 0.2064,                 2.7982,                 3.0823,                 2.1016,             0.00052375,             0.00052375,             0.00052375
                     47,                 2.7892,                 3.2433,                 2.5636,                0.39367,                0.26103,                0.30678,                0.08179,                 2.9035,                 5.6774,                 2.2841,             0.00051688,             0.00051688,             0.00051688
                     48,                 2.8233,                 3.0809,                 2.3005,                0.63046,                 0.3028,                0.33962,                0.13594,                 2.6892,                 2.9715,                 2.0411,                0.00051,                0.00051,                0.00051
                     49,                 2.7718,                 3.0066,                  2.333,                0.52088,                0.30758,                 0.3882,                0.17296,                 2.5953,                 2.8101,                 2.0479,             0.00050313,             0.00050313,             0.00050313
                     50,                 2.7559,                 2.9518,                 2.3283,                0.76217,                 0.1778,                 0.3532,                0.13436,                  2.628,                 3.0662,                 2.0897,             0.00049626,             0.00049626,             0.00049626
                     51,                 2.6742,                 2.8462,                 2.4186,                 0.4173,                0.43928,                0.54231,                0.25684,                 2.6163,                 3.0345,                 2.0227,             0.00048939,             0.00048939,             0.00048939
                     52,                 2.7051,                 3.0137,                 2.4755,                0.37038,                0.48057,                0.49237,                0.22948,                 2.6382,                 3.0623,                  2.106,             0.00048252,             0.00048252,             0.00048252
                     53,                 2.7706,                 2.9437,                 2.2466,                0.47981,                0.38944,                0.46168,                0.16745,                 2.6962,                 2.8517,                 2.1262,             0.00047564,             0.00047564,             0.00047564
                     54,                 2.7558,                 2.9021,                 2.3416,                0.48609,                0.38085,                0.46852,                0.15869,                 2.6215,                 2.9124,                 2.0963,             0.00046877,             0.00046877,             0.00046877
                     55,                 2.7596,                 2.7869,                 2.2269,                0.51077,                0.31381,                 0.4118,                0.20514,                 2.5885,                 3.2885,                 2.0024,              0.0004619,              0.0004619,              0.0004619
                     56,                 2.7489,                 2.7628,                 2.2435,                0.22721,                0.40557,                0.42093,                0.18194,                 2.6107,                 2.8003,                 2.0061,             0.00045503,             0.00045503,             0.00045503
                     57,                 2.6074,                 2.7772,                 2.2639,                0.46322,                0.35711,                0.42151,                0.17066,                 2.6466,                  2.582,                 2.0509,             0.00044815,             0.00044815,             0.00044815
                     58,                 2.6221,                 2.7033,                 2.1826,                 0.4762,                0.12376,                0.13164,                0.04953,                 2.7876,                 4.8905,                 2.3962,             0.00044128,             0.00044128,             0.00044128
                     59,                  2.717,                 2.6204,                 2.1964,                0.51151,                0.33735,                 0.3606,                0.14345,                 2.5661,                 2.4704,                 2.0104,             0.00043441,             0.00043441,             0.00043441
                     60,                 2.5995,                 2.5744,                 2.1904,                0.49534,                0.48663,                0.51813,                0.22604,                 2.5562,                 2.3544,                 1.9647,             0.00042754,             0.00042754,             0.00042754
                     61,                 2.5436,                 2.5814,                 2.2381,                0.65985,                0.21185,                0.28419,                0.11934,                 2.7534,                 2.9495,                  2.091,             0.00042066,             0.00042066,             0.00042066
                     62,                 2.6518,                 2.6885,                 2.1622,                0.64566,                0.32043,                0.42423,                0.17413,                 2.5679,                 2.4208,                 2.0084,             0.00041379,             0.00041379,             0.00041379
                     63,                 2.6071,                 2.6117,                 2.1308,                 0.4368,                0.30843,                0.41049,                0.15794,                 2.6574,                 2.6847,                 1.9821,             0.00040692,             0.00040692,             0.00040692
                     64,                 2.6544,                 2.8012,                 2.2893,                0.38449,                0.48844,                0.43127,                 0.1795,                 2.5402,                  2.427,                 1.9932,             0.00040005,             0.00040005,             0.00040005
                     65,                  2.623,                 2.6658,                  2.122,                0.36582,                0.43237,                0.41079,                0.19875,                 2.5736,                 2.4716,                 2.0401,             0.00039318,             0.00039318,             0.00039318
                     66,                 2.5777,                 2.5341,                 2.0974,                0.39429,                0.39055,                0.39112,                 0.2043,                 2.6459,                 2.9988,                 2.0034,              0.0003863,              0.0003863,              0.0003863
                     67,                 2.6028,                 2.6108,                 2.0946,                0.80947,                0.12065,                 0.1928,                0.06965,                 2.7935,                 4.0392,                 2.1315,             0.00037943,             0.00037943,             0.00037943
                     68,                 2.5566,                 2.5291,                 2.1526,                0.41399,                0.47907,                0.55244,                0.26969,                   2.58,                 2.3074,                 1.9387,             0.00037256,             0.00037256,             0.00037256
                     69,                 2.6407,                 2.5737,                 2.1812,                0.59647,                0.38658,                0.51288,                0.25968,                  2.537,                 2.3392,                   1.91,             0.00036569,             0.00036569,             0.00036569
                     70,                 2.5128,                  2.327,                 2.0193,                0.78745,                0.33147,                0.50344,                0.15714,                 2.5996,                 2.6756,                 1.9614,             0.00035881,             0.00035881,             0.00035881
                     71,                 2.5457,                  2.548,                  2.189,                0.55603,                0.46519,                  0.617,                0.28926,                 2.5255,                 2.4648,                 1.9073,             0.00035194,             0.00035194,             0.00035194
                     72,                 2.5068,                 2.5136,                 2.1015,                0.69868,                0.46018,                0.46928,                0.22457,                 2.4824,                 2.3285,                 1.8933,             0.00034507,             0.00034507,             0.00034507
                     73,                 2.4672,                  2.461,                 2.0635,                0.42842,                0.24429,                0.25116,                0.09342,                 2.5625,                  2.819,                  1.982,              0.0003382,              0.0003382,              0.0003382
                     74,                 2.4846,                 2.4276,                  2.083,                0.60043,                0.20423,                0.37372,                0.11487,                 2.7576,                  3.754,                 2.0565,             0.00033133,             0.00033133,             0.00033133
                     75,                 2.5766,                 2.6123,                 2.1901,                 0.4842,                0.35175,                0.56127,                0.25816,                 2.7988,                 2.5903,                 2.0002,             0.00032445,             0.00032445,             0.00032445
                     76,                 2.4375,                  2.389,                 2.1863,                0.64203,                0.47597,                0.66137,                0.29136,                 2.4834,                 2.2955,                 1.8874,             0.00031758,             0.00031758,             0.00031758
                     77,                 2.4472,                 2.3851,                 2.0774,                0.50811,                0.38526,                0.52431,                0.22132,                 2.6628,                 2.8562,                 1.9483,             0.00031071,             0.00031071,             0.00031071
                     78,                 2.4516,                 2.3139,                 2.0361,                0.51296,                 0.4989,                0.63292,                0.28052,                 2.5529,                 2.5442,                 1.9313,             0.00030384,             0.00030384,             0.00030384
                     79,                 2.3735,                 2.3157,                 2.1133,                0.61639,                0.53349,                0.67196,                0.34524,                 2.5121,                 2.2014,                 1.9189,             0.00029696,             0.00029696,             0.00029696
                     80,                 2.5109,                 2.2826,                 2.0816,                0.67461,                0.35073,                0.59935,                0.29119,                 2.7261,                 2.5904,                 2.0403,             0.00029009,             0.00029009,             0.00029009
                     81,                  2.477,                  2.331,                 2.1363,                0.65725,                 0.5155,                0.68283,                0.30576,                  2.502,                  2.148,                 1.9545,             0.00028322,             0.00028322,             0.00028322
                     82,                 2.5364,                 2.4296,                 2.1377,                0.63956,                0.44448,                0.50547,                0.21408,                 2.5441,                 2.2451,                 1.9708,             0.00027635,             0.00027635,             0.00027635
                     83,                 2.4646,                 2.2128,                 2.0067,                0.53659,                0.51533,                0.65049,                0.27595,                 2.5833,                 2.2924,                 1.9683,             0.00026948,             0.00026948,             0.00026948
                     84,                 2.3544,                 2.1976,                 1.9924,                0.54444,                0.58535,                0.68492,                 0.3755,                 2.5479,                 2.1815,                 1.9417,              0.0002626,              0.0002626,              0.0002626
                     85,                 2.4787,                 2.3543,                 2.1553,                0.55384,                0.57157,                0.69801,                0.32739,                 2.5624,                 2.1054,                 1.9366,             0.00025573,             0.00025573,             0.00025573
                     86,                  2.477,                 2.2818,                 2.0566,                0.67638,                0.36135,                0.62635,                0.26794,                 2.5075,                  2.367,                 1.9583,             0.00024886,             0.00024886,             0.00024886
                     87,                 2.4609,                 2.3265,                 2.0459,                0.68579,                0.40102,                0.49503,                0.24683,                 2.5255,                 2.3445,                 1.9415,             0.00024199,             0.00024199,             0.00024199
                     88,                 2.3439,                  2.192,                 1.9193,                0.60845,                0.49216,                0.67379,                0.26141,                 2.4934,                  2.178,                 1.9257,             0.00023511,             0.00023511,             0.00023511
                     89,                  2.427,                 2.1954,                 2.0241,                0.65198,                0.41868,                 0.6362,                0.27839,                 2.5588,                 2.2339,                 1.8974,             0.00022824,             0.00022824,             0.00022824
                     90,                 2.4467,                 2.2033,                 1.9776,                0.71913,                0.35975,                0.63264,                0.27845,                 2.5517,                 2.1612,                 1.9401,             0.00022137,             0.00022137,             0.00022137
                     91,                 2.4284,                 2.1967,                 1.9063,                0.60473,                0.57686,                0.66227,                0.28733,                 2.5134,                 2.1383,                 1.9282,              0.0002145,              0.0002145,              0.0002145
                     92,                  2.413,                 2.1696,                 1.9656,                0.54735,                0.54112,                0.68669,                0.31181,                 2.5496,                   2.24,                 1.9414,             0.00020763,             0.00020763,             0.00020763
                     93,                 2.3848,                 2.2451,                 2.0422,                0.66123,                0.56584,                0.72626,                0.33551,                  2.434,                 2.0441,                 1.8998,             0.00020075,             0.00020075,             0.00020075
                     94,                 2.3735,                 2.1316,                   2.03,                0.51932,                0.70596,                0.71744,                0.35865,                 2.5069,                 2.1148,                 1.9059,             0.00019388,             0.00019388,             0.00019388
                     95,                 2.3704,                 2.1068,                 2.0358,                0.40397,                0.74964,                0.64776,                0.34907,                  2.501,                  2.146,                 1.8845,             0.00018701,             0.00018701,             0.00018701
                     96,                 2.3101,                 2.1352,                 2.0269,                0.45303,                0.65578,                0.70688,                0.35152,                 2.4619,                 2.1839,                 1.8652,             0.00018014,             0.00018014,             0.00018014
                     97,                 2.4588,                  2.252,                 2.0176,                0.62374,                0.68894,                0.76121,                 0.3891,                 2.4408,                 2.0107,                 1.8665,             0.00017326,             0.00017326,             0.00017326
                     98,                 2.1943,                 1.9365,                 1.9256,                0.64551,                0.73614,                0.70964,                0.34024,                 2.4703,                 1.9761,                  1.869,             0.00016639,             0.00016639,             0.00016639
                     99,                 2.2638,                 2.0427,                 1.9944,                0.50764,                0.74219,                0.71826,                0.30949,                 2.5056,                 2.1115,                 1.8659,             0.00015952,             0.00015952,             0.00015952
                    100,                 2.3082,                 2.0377,                  1.991,                0.57011,                 0.5841,                 0.6128,                0.27295,                 2.5581,                 2.3129,                 1.8947,             0.00015265,             0.00015265,             0.00015265
                    101,                 2.3323,                 2.0412,                 1.9315,                0.61934,                0.73786,                 0.7079,                0.30814,                 2.4257,                 1.9889,                 1.8547,             0.00014577,             0.00014577,             0.00014577
                    102,                 2.3942,                 2.1031,                 1.9303,                 0.6838,                0.71843,                0.71717,                0.31921,                 2.4143,                 1.9729,                 1.8641,              0.0001389,              0.0001389,              0.0001389
                    103,                 2.3101,                 2.0053,                 1.8786,                0.61704,                0.56059,                0.67053,                 0.3113,                 2.5766,                 2.1745,                 1.9126,             0.00013203,             0.00013203,             0.00013203
                    104,                 2.3524,                 2.1567,                 1.9385,                0.49234,                0.74322,                0.69849,                0.34663,                 2.4605,                 2.0276,                 1.8637,             0.00012516,             0.00012516,             0.00012516
                    105,                 2.2304,                 1.9685,                 1.9585,                0.70256,                0.72902,                0.72056,                0.39576,                 2.3767,                 1.9331,                 1.8405,             0.00011829,             0.00011829,             0.00011829
                    106,                 2.3547,                 2.0961,                 1.8941,                0.64628,                0.72384,                0.72173,                0.38778,                 2.3544,                  1.947,                 1.7912,             0.00011141,             0.00011141,             0.00011141
                    107,                 2.4074,                 2.2703,                 2.0183,                0.59919,                0.73608,                0.71043,                0.35356,                 2.3737,                 1.9791,                  1.801,             0.00010454,             0.00010454,             0.00010454
                    108,                 2.3342,                  1.995,                 1.9382,                 0.5804,                0.74031,                0.70151,                0.35891,                 2.3699,                 2.0421,                 1.7963,             9.7669e-05,             9.7669e-05,             9.7669e-05
                    109,                 2.2613,                 2.0103,                 1.9386,                0.41557,                0.71422,                0.69711,                0.33115,                  2.433,                 2.0501,                 1.8014,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    110,                 2.2825,                 1.9987,                 1.9826,                0.54812,                0.68097,                0.66754,                0.32419,                  2.479,                 2.0385,                 1.8085,             8.3925e-05,             8.3925e-05,             8.3925e-05
                    111,                 2.2501,                 1.9459,                 1.8062,                0.68492,                0.72031,                0.75549,                0.38609,                 2.3944,                 1.9211,                 1.8025,             7.7053e-05,             7.7053e-05,             7.7053e-05
                    112,                 2.3281,                 2.1048,                 1.9086,                0.74759,                0.64393,                0.75929,                0.36952,                 2.3886,                 1.9262,                 1.7976,              7.018e-05,              7.018e-05,              7.018e-05
                    113,                 2.2943,                 1.8877,                 1.8394,                0.76746,                0.63941,                0.75959,                0.36476,                 2.3769,                 1.9644,                 1.7949,             6.3308e-05,             6.3308e-05,             6.3308e-05
                    114,                 2.1923,                 1.8805,                 1.8408,                0.79964,                0.65278,                0.75713,                0.35758,                 2.3561,                  1.965,                  1.784,             5.6436e-05,             5.6436e-05,             5.6436e-05
                    115,                 2.2018,                  1.816,                 1.8234,                0.66236,                0.69453,                 0.7419,                0.36734,                 2.3519,                 1.9462,                 1.7868,             4.9564e-05,             4.9564e-05,             4.9564e-05
                    116,                 2.2225,                 1.7927,                 1.7911,                 0.6786,                0.68981,                0.74318,                0.37039,                 2.3721,                 1.9192,                 1.8014,             4.2691e-05,             4.2691e-05,             4.2691e-05
                    117,                 2.1815,                 1.8543,                 1.7847,                0.63473,                0.72013,                0.72029,                0.35783,                 2.3856,                 1.8924,                 1.8276,             3.5819e-05,             3.5819e-05,             3.5819e-05
                    118,                 2.1511,                 1.8012,                 1.8381,                0.66816,                0.73803,                0.72273,                0.35235,                  2.396,                  1.871,                  1.846,             2.8947e-05,             2.8947e-05,             2.8947e-05
                    119,                  2.167,                 1.7485,                 1.7395,                0.73701,                0.73146,                0.74684,                0.34345,                 2.3901,                  1.868,                 1.8487,             2.2075e-05,             2.2075e-05,             2.2075e-05
                    120,                 2.1858,                 1.7996,                 1.7624,                0.67428,                0.73528,                0.72568,                0.34906,                 2.3978,                 1.8695,                  1.846,             1.5202e-05,             1.5202e-05,             1.5202e-05
