                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 2.9372,                 4.8079,                 3.2036,                0.70404,                0.11905,                0.14898,                0.06304,                 2.8049,                 16.746,                 3.6175,             0.00061034,             0.00061034,             0.00061034
                     29,                 2.8809,                 4.8919,                 3.1409,                0.53708,                0.11905,                0.19068,                0.08011,                 2.7697,                 8.8865,                 3.4362,             0.00060209,             0.00060209,             0.00060209
                     30,                 2.8139,                 4.4318,                 3.0784,                0.55076,                0.11905,                0.12345,                0.05621,                 3.0702,                 35.548,                 3.3708,             0.00059385,             0.00059385,             0.00059385
                     31,                 2.9282,                  5.005,                 3.1553,                0.56494,                0.09524,                 0.2274,                0.09313,                 2.9684,                 152.18,                 3.2635,              0.0005856,              0.0005856,              0.0005856
                     32,                 2.8541,                  4.606,                 3.1257,                0.70451,                0.11905,                0.24732,                0.10745,                 2.6959,                 7.8233,                 3.0827,             0.00057735,             0.00057735,             0.00057735
                     33,                 2.8233,                 4.4086,                 3.0969,                0.50849,                0.14762,                0.13652,                0.05857,                   2.67,                 22.484,                  2.975,             0.00056911,             0.00056911,             0.00056911
                     34,                 2.7589,                 4.2949,                 2.9785,                0.42135,                0.18639,                0.21471,                0.07981,                 2.7572,                 20.505,                 2.9403,             0.00056086,             0.00056086,             0.00056086
                     35,                 2.6972,                 4.0506,                 2.9651,                 0.3224,                0.24886,                0.24696,                0.09679,                 2.5266,                 7.3685,                 3.0676,             0.00055261,             0.00055261,             0.00055261
                     36,                 2.6642,                 4.1275,                 2.8969,                0.49602,                0.31905,                0.34908,                 0.0991,                  2.497,                 7.4814,                  2.841,             0.00054437,             0.00054437,             0.00054437
                     37,                 2.6906,                 4.1368,                 2.9921,                0.35942,                0.32761,                0.33899,                 0.0963,                 2.7072,                 6.4253,                 2.8038,             0.00053612,             0.00053612,             0.00053612
                     38,                 2.8606,                 4.0945,                  2.983,                0.42946,                0.31975,                0.35461,                0.14334,                 2.9669,                 5.5209,                 2.7157,             0.00052787,             0.00052787,             0.00052787
                     39,                 2.9283,                 4.0769,                 2.8693,                0.68262,                0.31905,                0.34906,                0.13795,                 2.8342,                 5.8595,                 2.7073,             0.00051963,             0.00051963,             0.00051963
                     40,                  2.764,                 3.8134,                 2.7968,                0.49643,                0.38757,                0.39342,                0.16977,                 2.8946,                 4.7852,                 2.5063,             0.00051138,             0.00051138,             0.00051138
                     41,                 2.8196,                 3.8407,                 2.7586,                0.51893,                0.28897,                0.37418,                0.17361,                 2.8748,                 4.9592,                 2.4802,             0.00050313,             0.00050313,             0.00050313
                     42,                 2.8076,                 3.7606,                  2.742,                 0.5958,                0.35681,                0.43457,                0.17192,                 2.9161,                 4.2993,                 2.3591,             0.00049489,             0.00049489,             0.00049489
                     43,                 2.9225,                  3.673,                 2.7039,                0.84917,                0.11905,                 0.2779,                0.14812,                 2.8484,                 4.8902,                 2.4763,             0.00048664,             0.00048664,             0.00048664
                     44,                 2.7488,                 3.4128,                 2.5749,                0.39429,                0.21429,                 0.3691,                0.15261,                 2.8748,                 3.7236,                 2.2101,             0.00047839,             0.00047839,             0.00047839
                     45,                 2.8144,                 3.3664,                 2.5405,                0.35169,                 0.2835,                0.33745,                0.10073,                 3.0493,                 3.8022,                 2.2416,             0.00047015,             0.00047015,             0.00047015
                     46,                  2.858,                 3.1696,                 2.5149,                0.21816,                 0.3385,                0.29665,                0.10194,                 2.8865,                 3.6944,                 2.1834,              0.0004619,              0.0004619,              0.0004619
                     47,                 2.7747,                 3.3562,                 2.6405,                0.44052,                0.33086,                0.35509,                0.14589,                 2.8592,                 4.1215,                 2.2233,             0.00045365,             0.00045365,             0.00045365
                     48,                 2.9297,                 3.2186,                 2.4215,                0.45427,                0.33873,                0.33305,                0.12736,                 2.9296,                 5.2329,                 2.3666,             0.00044541,             0.00044541,             0.00044541
                     49,                 2.8039,                 3.0676,                 2.3986,                0.36399,                 0.2928,                0.39907,                0.20853,                 2.7819,                 3.2813,                 2.1154,             0.00043716,             0.00043716,             0.00043716
                     50,                 2.7349,                 3.0643,                 2.3912,                0.51473,                0.26745,                0.34852,                0.13857,                 2.7322,                 2.9925,                  2.073,             0.00042891,             0.00042891,             0.00042891
                     51,                 2.6189,                 2.9505,                 2.4005,                0.38559,                0.50255,                0.50459,                0.24068,                 2.7113,                 2.8364,                 2.0568,             0.00042066,             0.00042066,             0.00042066
                     52,                 2.6979,                 3.1252,                 2.4642,                0.25381,                0.45568,                0.39084,                0.16856,                 2.7728,                 2.8202,                 2.1021,             0.00041242,             0.00041242,             0.00041242
                     53,                  2.776,                 3.0617,                 2.2485,                0.50241,                0.42661,                0.47013,                 0.1845,                 2.8112,                 2.9729,                 2.1263,             0.00040417,             0.00040417,             0.00040417
                     54,                 2.7411,                 2.9729,                 2.3865,                0.52859,                0.43458,                0.45554,                0.17197,                 2.7597,                 2.7982,                 2.0851,             0.00039592,             0.00039592,             0.00039592
                     55,                 2.8025,                 2.8834,                 2.2812,                0.69158,                0.32707,                0.45074,                 0.1732,                 2.6969,                 2.7178,                 2.0751,             0.00038768,             0.00038768,             0.00038768
                     56,                 2.7958,                  2.904,                 2.2717,                0.28702,                0.49924,                0.38723,                0.18369,                 2.6886,                 2.7107,                 2.0272,             0.00037943,             0.00037943,             0.00037943
                     57,                 2.6001,                 2.8156,                 2.2998,                0.30882,                0.43485,                0.41437,                0.21073,                 2.6562,                 2.5582,                 2.0182,             0.00037118,             0.00037118,             0.00037118
                     58,                 2.6956,                 2.7971,                 2.2544,                  0.649,                0.34813,                0.49878,                0.20822,                 2.6721,                 2.7546,                 2.0364,             0.00036294,             0.00036294,             0.00036294
                     59,                 2.7077,                 2.6936,                 2.1865,                0.37037,                0.40053,                0.40679,                 0.1682,                  2.686,                 2.6878,                 2.0379,             0.00035469,             0.00035469,             0.00035469
                     60,                 2.6242,                 2.6067,                 2.2697,                0.37617,                0.49294,                0.44487,                0.21654,                 2.6538,                  2.652,                 2.0427,             0.00034644,             0.00034644,             0.00034644
                     61,                 2.5173,                 2.5517,                 2.2171,                0.35224,                0.44317,                0.38734,                0.16006,                 2.6065,                 3.3011,                 2.0342,              0.0003382,              0.0003382,              0.0003382
                     62,                 2.6501,                 2.6948,                 2.2016,                0.32011,                0.50688,                0.41823,                0.19697,                 2.7003,                 2.5634,                 1.9637,             0.00032995,             0.00032995,             0.00032995
                     63,                 2.5841,                 2.6071,                 2.1343,                0.33567,                0.47811,                0.46002,                0.21622,                 2.6595,                 2.5341,                   1.96,              0.0003217,              0.0003217,              0.0003217
                     64,                 2.6431,                 2.8048,                 2.2933,                0.35488,                0.47945,                0.42185,                0.18004,                 2.6149,                 2.7225,                 2.0285,             0.00031346,             0.00031346,             0.00031346
                     65,                 2.6421,                 2.6973,                 2.1374,                0.45717,                0.45197,                0.50456,                0.23172,                 2.6617,                 2.5705,                 2.0043,             0.00030521,             0.00030521,             0.00030521
                     66,                 2.5353,                 2.5602,                 2.1029,                 0.2741,                0.46546,                0.40058,                0.22536,                 2.6374,                 2.5031,                 1.9889,             0.00029696,             0.00029696,             0.00029696
                     67,                 2.5585,                 2.6204,                 2.0854,                0.42829,                0.47985,                0.50425,                0.26675,                 2.6655,                 2.5791,                 2.0119,             0.00028872,             0.00028872,             0.00028872
                     68,                  2.539,                  2.617,                 2.1733,                0.49215,                0.52726,                0.51439,                0.25133,                 2.5151,                 2.4226,                 1.9479,             0.00028047,             0.00028047,             0.00028047
                     69,                 2.6577,                 2.5945,                 2.1936,                0.63544,                0.50003,                0.54427,                0.26096,                 2.6047,                  2.561,                 1.9345,             0.00027222,             0.00027222,             0.00027222
                     70,                 2.5057,                 2.3589,                 2.0559,                0.49261,                0.48362,                 0.5263,                0.26442,                 2.5221,                 2.4051,                 1.8998,             0.00026398,             0.00026398,             0.00026398
                     71,                 2.5526,                   2.55,                 2.2101,                0.43044,                0.47656,                0.50888,                0.25498,                 2.5913,                 2.6904,                 1.9683,             0.00025573,             0.00025573,             0.00025573
                     72,                 2.5378,                 2.5223,                 2.1459,                0.44577,                0.53765,                0.57715,                0.28898,                 2.6489,                 2.3104,                 1.9244,             0.00024748,             0.00024748,             0.00024748
                     73,                 2.5575,                 2.4622,                 2.1215,                0.38853,                0.55106,                0.53533,                0.25944,                 2.6683,                 2.3138,                 1.9318,             0.00023924,             0.00023924,             0.00023924
                     74,                 2.4801,                 2.4184,                 2.0751,                0.40337,                0.43896,                0.40717,                0.20834,                 2.6612,                 2.4053,                 1.9046,             0.00023099,             0.00023099,             0.00023099
                     75,                 2.5571,                 2.5611,                 2.1925,                0.46568,                0.52209,                 0.5069,                0.25742,                 2.5837,                 2.3835,                  1.901,             0.00022274,             0.00022274,             0.00022274
                     76,                 2.3953,                  2.467,                 2.2361,                0.37034,                0.53711,                 0.5206,                  0.267,                 2.5936,                 2.2603,                  1.957,              0.0002145,              0.0002145,              0.0002145
                     77,                 2.4332,                 2.3633,                 2.1191,                0.53731,                0.47597,                0.53612,                0.24329,                 2.6218,                 2.3424,                 2.0076,             0.00020625,             0.00020625,             0.00020625
                     78,                 2.4447,                 2.3918,                 2.0535,                0.66994,                0.48718,                0.53554,                0.25775,                 2.6355,                 2.3149,                 1.9858,               0.000198,               0.000198,               0.000198
                     79,                 2.4434,                 2.3359,                 2.1472,                0.52614,                0.49133,                0.53579,                0.26009,                 2.5908,                 2.3324,                 1.9447,             0.00018976,             0.00018976,             0.00018976
                     80,                 2.5262,                 2.3476,                  2.159,                0.46356,                 0.4674,                0.47713,                0.23939,                 2.6259,                  2.267,                 1.9769,             0.00018151,             0.00018151,             0.00018151
                     81,                 2.4441,                 2.4165,                 2.1355,                0.72585,                0.48597,                 0.5611,                0.26628,                 2.6628,                 2.3663,                 2.0113,             0.00017326,             0.00017326,             0.00017326
                     82,                 2.5684,                 2.5137,                 2.1868,                0.44424,                 0.5417,                0.48506,                0.23934,                 2.6226,                 2.3359,                 2.0075,             0.00016502,             0.00016502,             0.00016502
                     83,                 2.4539,                 2.3598,                 2.0684,                0.40886,                0.44727,                 0.4721,                0.27942,                 2.5627,                 2.2929,                 1.9675,             0.00015677,             0.00015677,             0.00015677
                     84,                  2.405,                 2.2886,                  2.074,                0.46377,                0.54264,                0.52412,                0.28529,                 2.6008,                 2.2859,                 1.9695,             0.00014852,             0.00014852,             0.00014852
                     85,                  2.503,                 2.4143,                 2.1754,                0.42286,                0.59274,                0.54774,                0.27308,                 2.6166,                 2.2877,                 1.9806,             0.00014028,             0.00014028,             0.00014028
                     86,                 2.4696,                 2.3062,                 2.0798,                0.45605,                0.55717,                0.53668,                0.27179,                 2.6365,                 2.3285,                 1.9813,             0.00013203,             0.00013203,             0.00013203
                     87,                 2.4502,                 2.3336,                  2.088,                0.53933,                0.54298,                0.55886,                0.30044,                 2.6162,                 2.2831,                 1.9917,             0.00012378,             0.00012378,             0.00012378
                     88,                 2.3476,                 2.2166,                 1.9749,                0.49431,                0.56915,                0.52879,                0.27397,                 2.5926,                 2.1785,                 1.9967,             0.00011554,             0.00011554,             0.00011554
                     89,                  2.415,                 2.2394,                 2.0678,                0.42946,                0.53979,                0.53864,                0.28928,                 2.5666,                 2.1605,                 1.9585,             0.00010729,             0.00010729,             0.00010729
                     90,                 2.4912,                 2.2748,                 2.0129,                0.55704,                0.54576,                0.57716,                0.32153,                  2.574,                 2.1742,                 1.9466,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                 2.3698,                 2.1799,                 1.9362,                0.54565,                0.54428,                0.56896,                0.33811,                 2.5888,                 2.1842,                 1.9522,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                 2.3363,                 2.1635,                 1.9979,                0.61427,                0.54824,                0.56787,                0.30251,                 2.5771,                 2.1514,                 1.9709,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                 2.3792,                 2.1646,                 1.9669,                0.64415,                0.53588,                0.58043,                0.29693,                 2.5739,                 2.1916,                 1.9813,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                 2.3607,                 2.0872,                 1.8845,                0.59973,                0.52233,                  0.579,                0.27807,                  2.564,                 2.1947,                 1.9543,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                 2.3489,                 2.0576,                 1.9244,                0.70184,                0.48522,                0.57922,                0.30507,                  2.559,                 2.1165,                 1.9318,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                 2.3946,                 2.1021,                  1.888,                0.67814,                0.49153,                0.58364,                0.30052,                 2.5547,                 2.1159,                  1.921,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                 2.3692,                 2.0584,                 1.9304,                0.64815,                0.48133,                0.58779,                0.32989,                 2.5226,                 2.1127,                 1.8998,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                 2.3634,                 2.1144,                 1.9183,                0.61802,                0.53197,                0.59715,                0.33993,                 2.5282,                 2.0801,                 1.8898,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                 2.3222,                 2.1446,                 1.8992,                0.61958,                0.54566,                0.59129,                0.34064,                 2.5453,                 2.0671,                 1.9034,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    100,                 2.3113,                 2.0647,                 1.8543,                 0.6266,                0.54071,                0.59109,                0.31259,                 2.5515,                 2.0843,                 1.9154,             1.6577e-05,             1.6577e-05,             1.6577e-05
